keine	0.002158708228995769	0.00802615933412604	1.0976948408342481E-5	3.2446463335496436E-5
etwas	1.7269665831966152E-4	7.431629013079667E-4	1.097694840834248E-4	3.2446463335496436E-5
kein	0.004058371470512046	0.0011890606420927466	1.0976948408342481E-5	3.2446463335496436E-5
nichts	8.634832915983076E-6	2.9726516052318666E-4	1.0976948408342481E-5	3.2446463335496436E-5
irgendein	8.634832915983076E-6	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
sämtliche	8.634832915983076E-6	2.9726516052318666E-4	1.0976948408342481E-5	3.2446463335496436E-5
mehr	0.0011225282790777997	0.002080856123662307	4.390779363336992E-4	3.2446463335496436E-5
einigen	8.634832915983076E-6	5.945303210463733E-4	8.781558726673985E-4	3.2446463335496436E-5
manche	5.180899749589845E-4	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
manches	1.7269665831966152E-4	1.4863258026159333E-4	1.0976948408342481E-5	3.244646333549643E-4
keinen	8.634832915983076E-6	0.0032699167657550534	1.0976948408342481E-5	3.2446463335496436E-5
was	8.634832915983076E-6	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
irgendwelche	8.634832915983076E-6	4.4589774078478004E-4	1.0976948408342481E-5	3.2446463335496436E-5
einige	9.498316207581383E-4	0.0011890606420927466	1.0976948408342481E-5	3.2446463335496436E-5
keinerlei	8.634832915983076E-6	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
keinem	8.634832915983076E-6	1.4863258026159334E-5	3.2930845225027445E-4	3.2446463335496436E-5
mehrere	8.634832915983075E-4	2.9726516052318666E-4	1.097694840834248E-4	3.2446463335496436E-5
derlei	8.634832915983076E-6	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
allem	8.634832915983076E-6	1.4863258026159334E-5	2.195389681668496E-4	3.2446463335496436E-5
einiger	8.634832915983076E-6	1.4863258026159334E-5	3.2930845225027445E-4	3.2446463335496436E-5
wenig	8.634832915983076E-5	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
aller	8.634832915983076E-6	1.4863258026159334E-5	4.390779363336992E-4	0.0022712524334847503
wenige	1.7269665831966152E-4	2.9726516052318666E-4	1.0976948408342481E-5	3.2446463335496436E-5
mancher	8.634832915983076E-5	1.4863258026159333E-4	1.097694840834248E-4	3.244646333549643E-4
mehrerer	8.634832915983076E-6	1.4863258026159334E-5	1.0976948408342481E-5	3.244646333549643E-4
genügend	1.7269665831966152E-4	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
weniger	8.634832915983076E-5	1.4863258026159333E-4	1.097694840834248E-4	3.2446463335496436E-5
solche	1.7269665831966152E-4	5.945303210463733E-4	1.0976948408342481E-5	3.2446463335496436E-5
solchem	8.634832915983076E-6	1.4863258026159334E-5	1.097694840834248E-4	3.2446463335496436E-5
kaum	8.634832915983076E-6	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
solchen	8.634832915983076E-6	1.4863258026159333E-4	5.488474204171241E-4	3.2446463335496436E-5
solcherlei	8.634832915983076E-6	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
irgendeinem	8.634832915983076E-6	1.4863258026159334E-5	2.195389681668496E-4	3.2446463335496436E-5
soviele	8.634832915983076E-6	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
manchen	8.634832915983076E-6	1.4863258026159333E-4	2.195389681668496E-4	3.2446463335496436E-5
alles	8.634832915983076E-5	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
solcher	8.634832915983076E-6	1.4863258026159334E-5	1.0976948408342481E-5	9.73393900064893E-4
soviel	8.634832915983076E-5	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
vieles	8.634832915983076E-5	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
etliche	8.634832915983076E-5	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
allzuviel	8.634832915983076E-6	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
reichlich	8.634832915983076E-6	1.4863258026159333E-4	1.097694840834248E-4	3.2446463335496436E-5
mehreren	8.634832915983076E-6	1.4863258026159334E-5	2.195389681668496E-4	3.2446463335496436E-5
keiner	8.634832915983076E-6	1.4863258026159334E-5	2.195389681668496E-4	3.2446463335496436E-5
alle	1.7269665831966152E-4	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
