sie	0.03773421984284604	0.009958382877526754	1.0976948408342481E-5	3.2446463335496436E-5
ihnen	8.634832915983076E-6	1.4863258026159334E-5	0.004171240395170143	3.2446463335496436E-5
es	0.04438304118815301	0.008174791914387634	1.0976948408342481E-5	3.2446463335496436E-5
er	0.03488472498057162	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
ihn	8.634832915983076E-6	0.008769322235434007	1.0976948408342481E-5	3.2446463335496436E-5
ihm	8.634832915983076E-6	1.4863258026159334E-5	0.006586169045005488	3.2446463335496436E-5
ich	0.010966237803298506	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
mir	8.634832915983076E-6	1.4863258026159334E-5	0.0029637760702524696	3.2446463335496436E-5
mich	8.634832915983076E-6	0.0014863258026159335	1.0976948408342481E-5	3.2446463335496436E-5
wir	0.015542699248769536	1.4863258026159333E-4	1.097694840834248E-4	3.2446463335496436E-5
ihr	2.5904498747949227E-4	1.4863258026159333E-4	0.0020856201975850714	3.2446463335496436E-5
uns	8.634832915983076E-6	0.002526753864447087	0.0025246981339187707	3.2446463335496436E-5
du	0.0012952249373974613	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
dir	8.634832915983076E-6	1.4863258026159334E-5	2.195389681668496E-4	3.2446463335496436E-5
's	6.044383041188153E-4	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
mern	8.634832915983076E-5	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
s	0.0011225282790777997	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
ihrer	8.634832915983076E-6	1.4863258026159334E-5	1.0976948408342481E-5	3.244646333549643E-4
mit	8.634832915983076E-6	1.4863258026159334E-5	1.097694840834248E-4	3.2446463335496436E-5
ich's	8.634832915983076E-5	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
