aller	8.634832915983076E-5	1.4863258026159334E-5	4.390779363336992E-4	0.003244646333549643
viele	0.0015542699248769537	0.0032699167657550534	1.0976948408342481E-5	3.2446463335496436E-5
solch	8.634832915983076E-6	1.4863258026159333E-4	2.195389681668496E-4	3.2446463335496436E-5
viel	8.634832915983076E-5	8.917954815695601E-4	3.2930845225027445E-4	3.2446463335496436E-5
alle	0.0039720231413522145	0.00579667063020214	1.0976948408342481E-5	3.2446463335496436E-5
beiden	0.0015542699248769537	4.4589774078478004E-4	0.001756311745334797	0.003244646333549643
vielen	8.634832915983076E-5	8.917954815695601E-4	0.0020856201975850714	6.489292667099286E-4
jeder	0.0014679215957171228	1.4863258026159333E-4	6.586169045005489E-4	3.2446463335496436E-5
paar	8.634832915983076E-5	5.945303210463733E-4	1.0976948408342481E-5	3.2446463335496436E-5
solcher	8.634832915983076E-5	1.4863258026159334E-5	1.0976948408342481E-5	3.244646333549643E-4
beide	4.3174164579915376E-4	4.4589774078478004E-4	2.195389681668496E-4	3.2446463335496436E-5
jedem	8.634832915983076E-6	1.4863258026159334E-5	6.586169045005489E-4	3.2446463335496436E-5
solche	6.907866332786461E-4	0.0014863258026159335	1.0976948408342481E-5	3.2446463335496436E-5
allen	8.634832915983076E-6	1.4863258026159333E-4	0.002854006586169045	3.244646333549643E-4
meisten	6.044383041188153E-4	5.945303210463733E-4	5.488474204171241E-4	3.2446463335496436E-5
jeden	8.634832915983076E-5	0.0023781212841854932	1.097694840834248E-4	3.244646333549643E-4
solchen	8.634832915983076E-6	4.4589774078478004E-4	8.781558726673985E-4	9.73393900064893E-4
wenig	1.7269665831966152E-4	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
jedes	3.4539331663932304E-4	0.0010404280618311534	1.0976948408342481E-5	3.2446463335496436E-5
wenigen	1.7269665831966152E-4	1.4863258026159334E-5	7.683863885839736E-4	6.489292667099286E-4
manch	8.634832915983076E-6	1.4863258026159333E-4	1.097694840834248E-4	3.2446463335496436E-5
all	8.634832915983076E-6	2.9726516052318666E-4	5.488474204171241E-4	3.2446463335496436E-5
wenige	8.634832915983076E-5	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
jegliche	2.5904498747949227E-4	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
einen	8.634832915983076E-6	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
alles	8.634832915983076E-5	1.4863258026159333E-4	1.0976948408342481E-5	3.2446463335496436E-5
jede	6.044383041188153E-4	7.431629013079667E-4	1.0976948408342481E-5	3.2446463335496436E-5
vieler	8.634832915983076E-6	1.4863258026159334E-5	1.0976948408342481E-5	0.0016223231667748216
jedweder	8.634832915983076E-6	1.4863258026159334E-5	1.097694840834248E-4	3.2446463335496436E-5
tausenderlei	8.634832915983076E-6	1.4863258026159334E-5	1.097694840834248E-4	3.2446463335496436E-5
solches	8.634832915983076E-6	4.4589774078478004E-4	1.0976948408342481E-5	3.2446463335496436E-5
welch	8.634832915983076E-6	1.4863258026159334E-5	1.0976948408342481E-5	3.2446463335496436E-5
beider	8.634832915983076E-6	1.4863258026159334E-5	1.0976948408342481E-5	3.244646333549643E-4
